"SportName","Gender","PSAL.Program.Name","Season","League","Cost","Enrollment","Borough","DBN","PSAL.Code"
"SOFTBALL GIRLS VARSITY","Girls","Bathgate Educational Complex","S","PSAL",12414.75,616,"Bronx","09X241","09263"
"WRESTLING BOYS VARSITY","Boys","Bathgate Educational Complex","W","PSAL",9242.15,616,"Bronx","09X241","09263"
"WRESTLING GIRLS VARSITY","Girls","Bathgate Educational Complex","S","PSAL",9242.15,616,"Bronx","09X241","09263"
"BASEBALL BOYS VARSITY","Boys","Bayard Rustin Educational Complex","S","PSAL",12672.16,258,"Manhattan","02M313","02582"
"BASKETBALL BOYS JR. VARSITY","Boys","Bayard Rustin Educational Complex","W","PSAL",8662.79,258,"Manhattan","02M313","02582"
"BASKETBALL BOYS VARSITY","Boys","Bayard Rustin Educational Complex","W","PSAL",14011.52,258,"Manhattan","02M313","02582"
"BASKETBALL GIRLS VARSITY","Girls","Bayard Rustin Educational Complex","W","PSAL",14033.29,258,"Manhattan","02M313","02582"
"BOWLING BOYS VARSITY","Boys","Bayard Rustin Educational Complex","F","PSAL",5697.4,258,"Manhattan","02M313","02582"
"BOWLING GIRLS VARSITY","Girls","Bayard Rustin Educational Complex","F","PSAL",5710.03,258,"Manhattan","02M313","02582"
"SOCCER BOYS VARSITY","Boys","Bayard Rustin Educational Complex","F","PSAL",9606.82,258,"Manhattan","02M313","02582"
"SOFTBALL GIRLS VARSITY","Girls","Bayard Rustin Educational Complex","S","PSAL",12414.75,258,"Manhattan","02M313","02582"
"TENNIS GIRLS VARSITY","Girls","Bayard Rustin Educational Complex","F","PSAL",5719.69,258,"Manhattan","02M313","02582"
"VOLLEYBALL BOYS VARSITY","Boys","Bayard Rustin Educational Complex","S","PSAL",7530.71,258,"Manhattan","02M313","02582"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Bayard Rustin Educational Complex","F","PSAL",5223.27,258,"Manhattan","02M313","02582"
"VOLLEYBALL GIRLS VARSITY","Girls","Bayard Rustin Educational Complex","F","PSAL",7447.78,258,"Manhattan","02M313","02582"
"WRESTLING BOYS VARSITY","Boys","Bayard Rustin Educational Complex","W","PSAL",9242.15,258,"Manhattan","02M313","02582"
"BASEBALL BOYS JR. VARSITY","Boys","Bayside High School","S","PSAL",5522.5,3024,"Queens","26Q495","26503"
"BASEBALL BOYS VARSITY","Boys","Bayside High School","S","PSAL",12672.16,3024,"Queens","26Q495","26503"
"BASKETBALL BOYS JR. VARSITY","Boys","Bayside High School","W","PSAL",8662.79,3024,"Queens","26Q495","26503"
"BASKETBALL BOYS VARSITY","Boys","Bayside High School","W","PSAL",14011.52,3024,"Queens","26Q495","26503"
"BASKETBALL GIRLS JR. VARSITY","Girls","Bayside High School","W","PSAL",8768.04,3024,"Queens","26Q495","26503"
"BASKETBALL GIRLS VARSITY","Girls","Bayside High School","W","PSAL",14033.29,3024,"Queens","26Q495","26503"
"BOWLING BOYS VARSITY","Boys","Bayside High School","F","PSAL",5697.4,3024,"Queens","26Q495","26503"
"BOWLING GIRLS VARSITY","Girls","Bayside High School","F","PSAL",5710.03,3024,"Queens","26Q495","26503"
"CROSS COUNTRY BOYS","Boys","Bayside High School","F","PSAL",6181.42,3024,"Queens","26Q495","26503"
"CROSS COUNTRY GIRLS","Girls","Bayside High School","F","PSAL",6161.29,3024,"Queens","26Q495","26503"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Bayside High School","S","PSAL",6744.26,3024,"Queens","26Q495","26503"
"FOOTBALL BOYS JR. VARSITY","Boys","Bayside High School","F","PSAL",11761.71,3024,"Queens","26Q495","26503"
"FOOTBALL BOYS VARSITY","Boys","Bayside High School","F","PSAL",30931.65,3024,"Queens","26Q495","26503"
"GOLF COED VARSITY","Coed","Bayside High School","S","PSAL",5777.33,3024,"Queens","26Q495","26503"
"GOLF GIRLS VARSITY","Girls","Bayside High School","F","PSAL",5858.7,3024,"Queens","26Q495","26503"
"HANDBALL BOYS VARSITY","Boys","Bayside High School","S","PSAL",5700.79,3024,"Queens","26Q495","26503"
"HANDBALL GIRLS VARSITY","Girls","Bayside High School","S","PSAL",5744.56,3024,"Queens","26Q495","26503"
"INDOOR TRACK BOYS","Boys","Bayside High School","W","PSAL",8950.18,3024,"Queens","26Q495","26503"
"INDOOR TRACK GIRLS","Girls","Bayside High School","W","PSAL",8936.68,3024,"Queens","26Q495","26503"
"LACROSSE GIRLS VARSITY","Girls","Bayside High School","S","PSAL",10461.56,3024,"Queens","26Q495","26503"
"OUTDOOR TRACK BOYS","Boys","Bayside High School","S","PSAL",8314,3024,"Queens","26Q495","26503"
"OUTDOOR TRACK GIRLS","Girls","Bayside High School","S","PSAL",8302.65,3024,"Queens","26Q495","26503"
"SOCCER BOYS VARSITY","Boys","Bayside High School","F","PSAL",9606.82,3024,"Queens","26Q495","26503"
"SOCCER GIRLS VARSITY","Girls","Bayside High School","F","PSAL",9626.43,3024,"Queens","26Q495","26503"
"SOFTBALL GIRLS JR. VARSITY","Girls","Bayside High School","S","PSAL",6786.62,3024,"Queens","26Q495","26503"
"SOFTBALL GIRLS VARSITY","Girls","Bayside High School","S","PSAL",12414.75,3024,"Queens","26Q495","26503"
"SWIMMING BOYS VARSITY","Boys","Bayside High School","W","PSAL",8865.73,3024,"Queens","26Q495","26503"
"SWIMMING GIRLS VARSITY","Girls","Bayside High School","F","PSAL",8847.91,3024,"Queens","26Q495","26503"
"TENNIS BOYS VARSITY","Boys","Bayside High School","S","PSAL",5748.02,3024,"Queens","26Q495","26503"
"TENNIS GIRLS VARSITY","Girls","Bayside High School","F","PSAL",5719.69,3024,"Queens","26Q495","26503"
"VOLLEYBALL BOYS VARSITY","Boys","Bayside High School","S","PSAL",7530.71,3024,"Queens","26Q495","26503"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Bayside High School","F","PSAL",5223.27,3024,"Queens","26Q495","26503"
"VOLLEYBALL GIRLS VARSITY","Girls","Bayside High School","F","PSAL",7447.78,3024,"Queens","26Q495","26503"
"BASKETBALL BOYS VARSITY","Boys","BCAM H. S.","W","PSAL",14011.52,425,"Brooklyn","13K412","14546"
"BASKETBALL GIRLS JR. VARSITY","Girls","BCAM H. S.","W","SSAL",8768.04,425,"Brooklyn","13K412","14546"
"BASKETBALL GIRLS VARSITY","Girls","BCAM H. S.","W","PSAL",14033.29,425,"Brooklyn","13K412","14546"
"FLAG FOOTBALL GIRLS VARSITY","Girls","BCAM H. S.","S","PSAL",6744.26,425,"Brooklyn","13K412","14546"
"HANDBALL BOYS VARSITY","Boys","BCAM H. S.","S","SSAL",5700.79,425,"Brooklyn","13K412","14546"
"SOCCER BOYS VARSITY","Boys","BCAM H. S.","F","SSAL",9606.82,425,"Brooklyn","13K412","14546"
"STUNT COED VARSITY","Coed","BCAM H. S.","S","PSAL",6562.93,425,"Brooklyn","13K412","14546"
"TABLE TENNIS BOYS VARSITY","Boys","BCAM H. S.","W","PSAL",5725.6,425,"Brooklyn","13K412","14546"
"BASEBALL BOYS JR. VARSITY","Boys","Beach Channel Educational Campus","S","PSAL",5522.5,888,"Queens","27Q262","27501"
"BASEBALL BOYS VARSITY","Boys","Beach Channel Educational Campus","S","PSAL",12672.16,888,"Queens","27Q262","27501"
"BASKETBALL BOYS JR. VARSITY","Boys","Beach Channel Educational Campus","W","PSAL",8662.79,888,"Queens","27Q262","27501"
"BASKETBALL BOYS VARSITY","Boys","Beach Channel Educational Campus","W","PSAL",14011.52,888,"Queens","27Q262","27501"
"BASKETBALL GIRLS VARSITY","Girls","Beach Channel Educational Campus","W","PSAL",14033.29,888,"Queens","27Q262","27501"
"FOOTBALL BOYS VARSITY","Boys","Beach Channel Educational Campus","F","PSAL",30931.65,888,"Queens","27Q262","27501"
"LACROSSE GIRLS VARSITY","Girls","Beach Channel Educational Campus","S","PSAL",10461.56,888,"Queens","27Q262","27501"
"SOCCER BOYS VARSITY","Boys","Beach Channel Educational Campus","F","PSAL",9606.82,888,"Queens","27Q262","27501"
"SOCCER GIRLS VARSITY","Girls","Beach Channel Educational Campus","F","PSAL",9626.43,888,"Queens","27Q262","27501"
"SOFTBALL GIRLS VARSITY","Girls","Beach Channel Educational Campus","S","PSAL",12414.75,888,"Queens","27Q262","27501"
"TENNIS BOYS VARSITY","Boys","Beach Channel Educational Campus","S","PSAL",5748.02,888,"Queens","27Q262","27501"
"TENNIS GIRLS VARSITY","Girls","Beach Channel Educational Campus","F","PSAL",5719.69,888,"Queens","27Q262","27501"
"VOLLEYBALL BOYS VARSITY","Boys","Beach Channel Educational Campus","S","PSAL",7530.71,888,"Queens","27Q262","27501"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Beach Channel Educational Campus","F","PSAL",5223.27,888,"Queens","27Q262","27501"
"VOLLEYBALL GIRLS VARSITY","Girls","Beach Channel Educational Campus","F","PSAL",7447.78,888,"Queens","27Q262","27501"
"BASEBALL BOYS JR. VARSITY","Boys","Beacon High School","S","PSAL",5522.5,1380,"Manhattan","03M479","03300"
"BASEBALL BOYS VARSITY","Boys","Beacon High School","S","PSAL",12672.16,1380,"Manhattan","03M479","03300"
"BASKETBALL BOYS JR. VARSITY","Boys","Beacon High School","W","PSAL",8662.79,1380,"Manhattan","03M479","03300"
"BASKETBALL BOYS VARSITY","Boys","Beacon High School","W","PSAL",14011.52,1380,"Manhattan","03M479","03300"
"BASKETBALL GIRLS VARSITY","Girls","Beacon High School","W","PSAL",14033.29,1380,"Manhattan","03M479","03300"
"BOWLING BOYS VARSITY","Boys","Beacon High School","F","PSAL",5697.4,1380,"Manhattan","03M479","03300"
"BOWLING GIRLS VARSITY","Girls","Beacon High School","F","PSAL",5710.03,1380,"Manhattan","03M479","03300"
"CROSS COUNTRY BOYS","Boys","Beacon High School","F","PSAL",6181.42,1380,"Manhattan","03M479","03300"
"CROSS COUNTRY GIRLS","Girls","Beacon High School","F","PSAL",6161.29,1380,"Manhattan","03M479","03300"
"FENCING BOYS VARSITY","Boys","Beacon High School","F","PSAL",6283.4,1380,"Manhattan","03M479","03300"
"FENCING GIRLS VARSITY","Girls","Beacon High School","S","PSAL",6315.37,1380,"Manhattan","03M479","03300"
"INDOOR TRACK BOYS","Boys","Beacon High School","W","PSAL",8950.18,1380,"Manhattan","03M479","03300"
"INDOOR TRACK GIRLS","Girls","Beacon High School","W","PSAL",8936.68,1380,"Manhattan","03M479","03300"
"OUTDOOR TRACK BOYS","Boys","Beacon High School","S","PSAL",8314,1380,"Manhattan","03M479","03300"
"OUTDOOR TRACK GIRLS","Girls","Beacon High School","S","PSAL",8302.65,1380,"Manhattan","03M479","03300"
"SOCCER BOYS VARSITY","Boys","Beacon High School","F","PSAL",9606.82,1380,"Manhattan","03M479","03300"
"SOCCER GIRLS JR. VARSITY","Girls","Beacon High School","S","PSAL",6705.19,1380,"Manhattan","03M479","03300"
"SOCCER GIRLS VARSITY","Girls","Beacon High School","F","PSAL",9626.43,1380,"Manhattan","03M479","03300"
"SOFTBALL GIRLS VARSITY","Girls","Beacon High School","S","PSAL",12414.75,1380,"Manhattan","03M479","03300"
"TENNIS BOYS VARSITY","Boys","Beacon High School","S","PSAL",5748.02,1380,"Manhattan","03M479","03300"
"TENNIS GIRLS VARSITY","Girls","Beacon High School","F","PSAL",5719.69,1380,"Manhattan","03M479","03300"
"VOLLEYBALL GIRLS VARSITY","Girls","Beacon High School","F","PSAL",7447.78,1380,"Manhattan","03M479","03300"
"WRESTLING BOYS VARSITY","Boys","Beacon High School","W","PSAL",9242.15,1380,"Manhattan","03M479","03300"
"BASKETBALL BOYS JR. VARSITY","Boys","Bedford Academy High School","W","PSAL",8662.79,364,"Brooklyn","13K595","13595"
"BASKETBALL BOYS VARSITY","Boys","Bedford Academy High School","W","PSAL",14011.52,364,"Brooklyn","13K595","13595"
"BASKETBALL GIRLS VARSITY","Girls","Bedford Academy High School","W","PSAL",14033.29,364,"Brooklyn","13K595","13595"
"VOLLEYBALL GIRLS VARSITY","Girls","Bedford Academy High School","F","PSAL",7447.78,364,"Brooklyn","13K595","13595"
"BASEBALL BOYS VARSITY","Boys","Benjamin Banneker Academy","S","PSAL",12672.16,844,"Brooklyn","13K670","13350"
"BASKETBALL BOYS JR. VARSITY","Boys","Benjamin Banneker Academy","W","PSAL",8662.79,844,"Brooklyn","13K670","13350"
"BASKETBALL BOYS VARSITY","Boys","Benjamin Banneker Academy","W","PSAL",14011.52,844,"Brooklyn","13K670","13350"
"BASKETBALL GIRLS JR. VARSITY","Girls","Benjamin Banneker Academy","W","PSAL",8768.04,844,"Brooklyn","13K670","13350"
"BASKETBALL GIRLS VARSITY","Girls","Benjamin Banneker Academy","W","PSAL",14033.29,844,"Brooklyn","13K670","13350"
"BOWLING BOYS VARSITY","Boys","Benjamin Banneker Academy","F","PSAL",5697.4,844,"Brooklyn","13K670","13350"
"CROSS COUNTRY BOYS","Boys","Benjamin Banneker Academy","F","PSAL",6181.42,844,"Brooklyn","13K670","13350"
"CROSS COUNTRY GIRLS","Girls","Benjamin Banneker Academy","F","PSAL",6161.29,844,"Brooklyn","13K670","13350"
"FENCING BOYS VARSITY","Boys","Benjamin Banneker Academy","F","PSAL",6283.4,844,"Brooklyn","13K670","13350"
"FENCING GIRLS VARSITY","Girls","Benjamin Banneker Academy","S","PSAL",6315.37,844,"Brooklyn","13K670","13350"
"INDOOR TRACK BOYS","Boys","Benjamin Banneker Academy","W","PSAL",8950.18,844,"Brooklyn","13K670","13350"
"INDOOR TRACK GIRLS","Girls","Benjamin Banneker Academy","W","PSAL",8936.68,844,"Brooklyn","13K670","13350"
"OUTDOOR TRACK BOYS","Boys","Benjamin Banneker Academy","S","PSAL",8314,844,"Brooklyn","13K670","13350"
"OUTDOOR TRACK GIRLS","Girls","Benjamin Banneker Academy","S","PSAL",8302.65,844,"Brooklyn","13K670","13350"
"SOCCER BOYS VARSITY","Boys","Benjamin Banneker Academy","F","PSAL",9606.82,844,"Brooklyn","13K670","13350"
"SOCCER GIRLS VARSITY","Girls","Benjamin Banneker Academy","F","PSAL",9626.43,844,"Brooklyn","13K670","13350"
"SOFTBALL GIRLS VARSITY","Girls","Benjamin Banneker Academy","S","PSAL",12414.75,844,"Brooklyn","13K670","13350"
"TENNIS GIRLS VARSITY","Girls","Benjamin Banneker Academy","F","PSAL",5719.69,844,"Brooklyn","13K670","13350"
"VOLLEYBALL GIRLS VARSITY","Girls","Benjamin Banneker Academy","F","PSAL",7447.78,844,"Brooklyn","13K670","13350"
"BASEBALL BOYS JR. VARSITY","Boys","Benjamin N. Cardozo High School","S","PSAL",5522.5,3699,"Queens","26Q415","26505"
"BASEBALL BOYS VARSITY","Boys","Benjamin N. Cardozo High School","S","PSAL",12672.16,3699,"Queens","26Q415","26505"
"BASKETBALL BOYS JR. VARSITY","Boys","Benjamin N. Cardozo High School","W","PSAL",8662.79,3699,"Queens","26Q415","26505"
"BASKETBALL BOYS VARSITY","Boys","Benjamin N. Cardozo High School","W","PSAL",14011.52,3699,"Queens","26Q415","26505"
"BASKETBALL GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","W","PSAL",14033.29,3699,"Queens","26Q415","26505"
"BOWLING BOYS VARSITY","Boys","Benjamin N. Cardozo High School","F","PSAL",5697.4,3699,"Queens","26Q415","26505"
"CROSS COUNTRY BOYS","Boys","Benjamin N. Cardozo High School","F","PSAL",6181.42,3699,"Queens","26Q415","26505"
"CROSS COUNTRY GIRLS","Girls","Benjamin N. Cardozo High School","F","PSAL",6161.29,3699,"Queens","26Q415","26505"
"FENCING BOYS VARSITY","Boys","Benjamin N. Cardozo High School","F","PSAL",6283.4,3699,"Queens","26Q415","26505"
"FENCING GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","S","PSAL",6315.37,3699,"Queens","26Q415","26505"
"FOOTBALL BOYS JR. VARSITY","Boys","Benjamin N. Cardozo High School","F","PSAL",11761.71,3699,"Queens","26Q415","26505"
"FOOTBALL BOYS VARSITY","Boys","Benjamin N. Cardozo High School","F","PSAL",30931.65,3699,"Queens","26Q415","26505"
"GOLF COED VARSITY","Coed","Benjamin N. Cardozo High School","S","PSAL",5777.33,3699,"Queens","26Q415","26505"
"GOLF GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","F","PSAL",5858.7,3699,"Queens","26Q415","26505"
"GYMNASTICS GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","W","PSAL",11452.17,3699,"Queens","26Q415","26505"
"HANDBALL BOYS VARSITY","Boys","Benjamin N. Cardozo High School","S","PSAL",5700.79,3699,"Queens","26Q415","26505"
"HANDBALL GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","S","PSAL",5744.56,3699,"Queens","26Q415","26505"
"INDOOR TRACK BOYS","Boys","Benjamin N. Cardozo High School","W","PSAL",8950.18,3699,"Queens","26Q415","26505"
"INDOOR TRACK GIRLS","Girls","Benjamin N. Cardozo High School","W","PSAL",8936.68,3699,"Queens","26Q415","26505"
"LACROSSE BOYS VARSITY","Boys","Benjamin N. Cardozo High School","S","PSAL",10482.77,3699,"Queens","26Q415","26505"
"LACROSSE GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","S","PSAL",10461.56,3699,"Queens","26Q415","26505"
"OUTDOOR TRACK BOYS","Boys","Benjamin N. Cardozo High School","S","PSAL",8314,3699,"Queens","26Q415","26505"
"OUTDOOR TRACK GIRLS","Girls","Benjamin N. Cardozo High School","S","PSAL",8302.65,3699,"Queens","26Q415","26505"
"SOCCER BOYS VARSITY","Boys","Benjamin N. Cardozo High School","F","PSAL",9606.82,3699,"Queens","26Q415","26505"
"SOCCER GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","F","PSAL",9626.43,3699,"Queens","26Q415","26505"
"SOFTBALL GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","S","PSAL",12414.75,3699,"Queens","26Q415","26505"
"STUNT COED VARSITY","Coed","Benjamin N. Cardozo High School","S","PSAL",6562.93,3699,"Queens","26Q415","26505"
"SWIMMING GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","F","PSAL",8847.91,3699,"Queens","26Q415","26505"
"TABLE TENNIS BOYS VARSITY","Boys","Benjamin N. Cardozo High School","W","PSAL",5725.6,3699,"Queens","26Q415","26505"
"TABLE TENNIS GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","W","PSAL",5682.89,3699,"Queens","26Q415","26505"
"TENNIS BOYS VARSITY","Boys","Benjamin N. Cardozo High School","S","PSAL",5748.02,3699,"Queens","26Q415","26505"
"TENNIS GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","F","PSAL",5719.69,3699,"Queens","26Q415","26505"
"VOLLEYBALL BOYS VARSITY","Boys","Benjamin N. Cardozo High School","S","PSAL",7530.71,3699,"Queens","26Q415","26505"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Benjamin N. Cardozo High School","F","PSAL",5223.27,3699,"Queens","26Q415","26505"
"VOLLEYBALL GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","F","PSAL",7447.78,3699,"Queens","26Q415","26505"
"WRESTLING BOYS VARSITY","Boys","Benjamin N. Cardozo High School","W","PSAL",9242.15,3699,"Queens","26Q415","26505"
"WRESTLING GIRLS VARSITY","Girls","Benjamin N. Cardozo High School","S","PSAL",9242.15,3699,"Queens","26Q415","26505"
"BASEBALL BOYS VARSITY","Boys","Boerum Hill School & Digital Tech","S","PSAL",12672.16,206,"Brooklyn","15K429","15567"
"BASKETBALL BOYS VARSITY","Boys","Boerum Hill School & Digital Tech","W","PSAL",14011.52,206,"Brooklyn","15K429","15567"
"BASKETBALL GIRLS VARSITY","Girls","Boerum Hill School & Digital Tech","W","SSAL",14033.29,206,"Brooklyn","15K429","15567"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Boerum Hill School & Digital Tech","S","PSAL",6744.26,206,"Brooklyn","15K429","15567"
"VOLLEYBALL GIRLS VARSITY","Girls","Boerum Hill School & Digital Tech","F","PSAL",7447.78,206,"Brooklyn","15K429","15567"
"BASKETBALL BOYS JR. VARSITY","Boys","Boys and Girls High School","W","PSAL",8662.79,193,"Brooklyn","13K499","16502"
"BASKETBALL BOYS VARSITY","Boys","Boys and Girls High School","W","PSAL",14011.52,193,"Brooklyn","13K499","16502"
"BASKETBALL GIRLS JR. VARSITY","Girls","Boys and Girls High School","W","PSAL",8768.04,193,"Brooklyn","13K499","16502"
"BASKETBALL GIRLS VARSITY","Girls","Boys and Girls High School","W","PSAL",14033.29,193,"Brooklyn","13K499","16502"
"CROSS COUNTRY BOYS","Boys","Boys and Girls High School","F","PSAL",6181.42,193,"Brooklyn","13K499","16502"
"CROSS COUNTRY GIRLS","Girls","Boys and Girls High School","F","PSAL",6161.29,193,"Brooklyn","13K499","16502"
"FOOTBALL BOYS JR. VARSITY","Boys","Boys and Girls High School","F","PSAL",11761.71,193,"Brooklyn","13K499","16502"
"FOOTBALL BOYS VARSITY","Boys","Boys and Girls High School","F","PSAL",30931.65,193,"Brooklyn","13K499","16502"
"HANDBALL BOYS VARSITY","Boys","Boys and Girls High School","S","PSAL",5700.79,193,"Brooklyn","13K499","16502"
"HANDBALL GIRLS VARSITY","Girls","Boys and Girls High School","S","PSAL",5744.56,193,"Brooklyn","13K499","16502"
"INDOOR TRACK BOYS","Boys","Boys and Girls High School","W","PSAL",8950.18,193,"Brooklyn","13K499","16502"
"INDOOR TRACK GIRLS","Girls","Boys and Girls High School","W","PSAL",8936.68,193,"Brooklyn","13K499","16502"
"OUTDOOR TRACK BOYS","Boys","Boys and Girls High School","S","PSAL",8314,193,"Brooklyn","13K499","16502"
"OUTDOOR TRACK GIRLS","Girls","Boys and Girls High School","S","PSAL",8302.65,193,"Brooklyn","13K499","16502"
"SOCCER BOYS VARSITY","Boys","Boys and Girls High School","F","PSAL",9606.82,193,"Brooklyn","13K499","16502"
